payment_date,client_description,amount_brl,status,observations,_source_file,_load_timestamp
2026-03-29,Ribeiro,2079581342342179.0,CANCELADO,,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
,Lima,,PENDENTE,Veniam placeat.,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
,Souza Aragão - EI,,PENDENTE,Provident deleniti.,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
2026-03-18,da Cruz,9481693805264332.0,CANCELADO,,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
2026-03-12,Alves - ME,9229177723794884.0,PAGO,,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
2026-03-07,Fernandes - ME,4070264518063145.0,CANCELADO,,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
2026-03-26,Moreira,4785806350942546.0,PENDENTE,,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
2026-03-17,Ribeiro,3582436102444934.0,CANCELADO,,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
,Sampaio,,CANCELADO,Animi illo.,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
,da Mota,,PENDENTE,Tempore dolore.,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
2026-04-03,Costela,4015352976796173.0,PENDENTE,,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
2026-03-25,Brito Moraes S.A.,430230408832697.0,PENDENTE,,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
2026-03-27,Abreu,1189726450645619.0,CANCELADO,,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
,das Neves e Filhos,3277.64,PENDENTE,Nihil voluptate.,base_wagner_v2_final.xlsx,2026-04-04 01:07:59.279456
2026-03-12,Cavalcanti Cirino - ME,3580093276664791.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-21,Pinto,2732719186340484.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Moraes S.A.,1455.16,,Dolores unde.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-08,Nogueira Macedo - EI,1773339202525444.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Fonseca Ltda.,4385.04,CANCELADO,Esse aperiam porro.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-17,da Rosa - EI,3989068804167882.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Vieira,4753.79,,Dolore ab quae.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Alves Moreira e Filhos,2155.18,PAGO,Incidunt ducimus et.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-26,Campos,3390236007881171.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-17,Vieira Oliveira S/A,4421610539755421.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-09,Abreu da Paz - ME,8855821069162319.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-19,Souza,446854189042552.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-20,Sousa,4313789568228115.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-15,Cirino Guerra - EI,3307404431957892.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Moreira Farias - ME,4010.57,CANCELADO,Eligendi beatae.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,da Rosa - EI,3274.32,PENDENTE,Voluptas temporibus.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Rodrigues,,PENDENTE,Consequuntur a illo.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-04-02,Costa Pereira Ltda.,1240115953186195.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-23,Andrade Santos Ltda.,2144309013963227.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-15,da Cruz,9439870568403364.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-14,Andrade Peixoto S.A.,4801980059555466.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,da Costa,,CANCELADO,Facere asperiores.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-17,Casa Grande,3942671907911608.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Rezende,4750.47,PENDENTE,Repellendus nobis.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-07,Montenegro da Rocha - EI,4159683578773253.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-13,Abreu,2526259324138651.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-04-01,Jesus Ltda.,4615402185778845.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-06,Peixoto,3362352204997732.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-04-03,Almeida e Filhos,5064746213979418.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-31,Monteiro S.A.,4534393589431302.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-08,Vieira,2600483769271912.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Viana,973.99,PENDENTE,Eligendi dolores.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-14,Moraes - ME,655403156900399.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-14,Moraes,3719870456662615.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Farias Melo e Filhos,2931.57,PENDENTE,Modi quam.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-08,Rocha - ME,2314423023995359.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-22,Aparecida Rocha - ME,4409930886619822.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Aragão Lima S.A.,,CANCELADO,Facilis dolorem.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-13,Silva,4006417111224768.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-11,Souza Vieira - ME,489984472765127.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-06,Cavalcante Ribeiro Ltda.,1082687935853837.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-24,da Rocha da Cunha e Filhos,4767427767531473.0,PAGO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Mendonça Novaes Ltda.,,CANCELADO,Tenetur deleniti.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Freitas Ltda.,486.43,PAGO,Fuga aperiam.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-13,Castro - EI,499528759036966.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
,Câmara,1487.25,PENDENTE,Illum sequi libero.,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-18,Guerra,2759014389392109.0,CANCELADO,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-26,Andrade,3815095705107476.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-05,Silveira S.A.,2919827851706068.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-21,Freitas,944113915596045.0,PENDENTE,,financeiro_fechamento_pt0.xlsx,2026-04-04 01:07:59.345189
2026-03-22,Teixeira - ME,4138692973253813.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-04-01,da Cruz e Filhos,5939740299661098.0,PAGO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-16,Duarte - EI,2229621641527855.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-22,Peixoto,4352040348781742.0,PAGO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-27,Mendes,840662680887455.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
,Ribeiro,,,Quibusdam suscipit.,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-21,Mendes Ltda.,3098883406996993.0,PENDENTE,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-15,Sales Marques - EI,982925942530809.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-29,da Paz Rocha S/A,4667470125904388.0,PAGO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-07,Jesus S/A,1664486477690966.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
,Câmara,,PENDENTE,Necessitatibus unde.,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-29,Pires S.A.,8805102219921151.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-16,da Mota,2332390780426879.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
,Duarte,,PENDENTE,Expedita quae.,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-17,Pereira e Filhos,482161987809044.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-27,Macedo S.A.,2899679597020527.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-26,Correia,1340929099090492.0,PENDENTE,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-14,Pinto,5871308439646476.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
,Vasconcelos Correia Ltda.,1117.6,PAGO,Occaecati sint.,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-20,Nascimento da Conceição S/A,2674098770530617.0,PENDENTE,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
,Cardoso,,PENDENTE,Eveniet magnam.,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
,Rezende e Filhos,,,Atque voluptatum.,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-04-01,da Cruz Ltda.,1125617378302021.0,PENDENTE,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
,Abreu,4338.27,,Reiciendis mollitia.,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-28,Vieira - ME,4694185377661434.0,PAGO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
,Vasconcelos,3834.77,PENDENTE,Voluptatibus est.,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-26,Cavalcanti,152139389180995.0,PENDENTE,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-11,Aragão S/A,1461836136263113.0,PENDENTE,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-08,Araújo - ME,3613863449550725.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-29,da Rocha,3786967334829385.0,PAGO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-11,Leão S.A.,4990908712352297.0,PENDENTE,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-05,Martins Cassiano S/A,3948355636282186.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-31,Aparecida,2170485029538322.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-09,da Rocha S.A.,1783663690784196.0,PAGO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-08,Guerra,9322081942425308.0,PAGO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-06,Melo,2471450551193493.0,PENDENTE,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
,Oliveira,2549.04,CANCELADO,Earum mollitia.,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
,Sampaio S/A,,,Quo minima fugiat.,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-04-02,Leão Aragão Ltda.,1798048739002272.0,PAGO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-20,Oliveira Gonçalves - EI,1955853394556402.0,PAGO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-07,Dias Garcia S.A.,1328533600420297.0,CANCELADO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-04-02,da Mata,1138071389297887.0,PAGO,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-13,Vargas S.A.,2979249662195285.0,PENDENTE,,financeiro_fechamento_pt1.xlsx,2026-04-04 01:07:59.390389
2026-03-08,Macedo Rodrigues e Filhos,4512881707013463.0,CANCELADO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-10,Fonseca - ME,2886973668622033.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-19,Moreira Barbosa - EI,3698741063331398.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-30,Pereira Correia S.A.,1052649051234417.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-15,Cunha,1646361862842256.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-28,Moreira S/A,3242386483303706.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-29,Ramos S/A,1895043892317433.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-14,da Costa e Filhos,4971501702589662.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-06,Campos e Filhos,3070133079341113.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
,Fonseca S/A,2284.46,PAGO,Maxime ab rem id.,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-28,Santos,1679098165616119.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-14,Correia,1806144195469347.0,CANCELADO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-22,Moraes - EI,4820122907536304.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-23,Freitas e Filhos,2649552374258242.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-29,Aragão,1464324498445185.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-04-02,da Cruz,7644872188212911.0,CANCELADO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-09,Costa,3530510447335927.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
,Nascimento,,PENDENTE,Voluptatum aut.,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-09,Sousa S/A,8464306997529202.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-14,Rios - EI,7404422676643707.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-20,Costela,4485261498574046.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-31,da Conceição da Paz S/A,123636981918853.0,CANCELADO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-06,Rodrigues,3318495096813447.0,PAGO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-15,da Rocha,3437027708394098.0,CANCELADO,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
2026-03-14,Brito,3725249295346607.0,PENDENTE,,Relatorio_Fin_20260404_2.xlsx,2026-04-04 01:07:59.505377
